Timestamp,MPU1_Accel_X,MPU1_Accel_Y,MPU1_Accel_Z,MPU1_Gyro_X,MPU1_Gyro_Y,MPU1_Gyro_Z,MPU2_Accel_X,MPU2_Accel_Y,MPU2_Accel_Z,MPU2_Gyro_X,MPU2_Gyro_Y,MPU2_Gyro_Z,Temp_C,Temp_F,Humidity,Gas_Analog,Gas_Digital
2026-07-18T17:08:29.774Z,3372,500,17536,1925,-14,-372,4156,640,15704,49,78,-18,25.91,78.638,66.34,242,1
2026-07-18T17:08:29.893Z,3364,448,17564,1969,-45,-321,4144,628,15604,36,104,-83,25.91,78.638,66.34,241,1
2026-07-18T17:08:30.375Z,3364,436,17648,1997,-46,-312,4168,568,15712,42,92,-80,25.91,78.638,66.32,241,1
2026-07-18T17:08:31.156Z,3440,384,17508,2000,-7,-325,4148,620,15692,51,80,-50,25.92,78.656,66.32,242,1
2026-07-18T17:08:31.396Z,3440,472,17532,1929,22,-340,4208,636,15580,58,49,-47,25.91,78.638,66.32,242,1
2026-07-18T17:08:31.570Z,3376,432,17592,2025,-5,-334,4140,576,15672,54,116,-33,25.91,78.638,66.32,241,1
2026-07-18T17:08:31.697Z,3384,460,17620,1990,-29,-328,4104,580,15688,49,97,-14,25.9,78.62,66.33,241,1
2026-07-18T17:08:31.874Z,3380,436,17628,1965,-12,-350,4072,660,15504,42,93,-30,25.91,78.638,66.32,241,1
2026-07-18T17:08:31.998Z,3328,440,17516,1977,-34,-300,4116,624,15652,71,88,-40,25.91,78.638,66.32,241,1
2026-07-18T17:08:32.655Z,3368,488,17500,1985,-26,-343,4160,604,15588,33,65,-35,25.91,78.638,66.34,241,1
2026-07-18T17:08:33.254Z,3404,476,17580,1963,-58,-317,4176,620,15560,58,102,-21,25.94,78.69200000000001,66.32,243,1
2026-07-18T17:08:33.496Z,3352,488,17504,1978,-4,-318,4120,588,15504,61,104,-29,25.92,78.656,66.31,241,1
2026-07-18T17:08:33.737Z,3348,464,17440,1941,-35,-325,4108,604,15684,58,60,-26,25.91,78.638,66.32,241,1
2026-07-18T17:08:33.860Z,3372,468,17616,2000,-44,-341,4108,576,15700,62,120,-48,25.91,78.638,66.34,242,1
2026-07-18T17:08:34.092Z,3420,480,17556,1981,-7,-358,4168,688,15656,70,111,-50,25.91,78.638,66.32,242,1
2026-07-18T17:08:34.393Z,3368,480,17508,1989,-3,-311,4096,676,15576,67,99,-25,25.91,78.638,66.34,242,1
2026-07-18T17:08:34.515Z,3388,480,17592,1950,-31,-321,4112,596,15724,71,69,3,25.91,78.638,66.34,241,1
2026-07-18T17:08:34.692Z,3448,456,17668,1921,28,-313,4224,672,15672,67,127,-29,25.92,78.656,66.32,241,1
2026-07-18T17:08:34.812Z,3380,476,17472,1970,-13,-316,4120,552,15680,59,84,-35,25.92,78.656,66.32,241,1
2026-07-18T17:08:35.233Z,3428,476,17488,2002,-30,-330,4080,636,15552,70,86,-29,25.92,78.656,66.31,242,1
2026-07-18T17:08:35.412Z,3360,432,17636,1959,-3,-332,4112,712,15684,55,93,-27,25.9,78.62,66.31,241,1
2026-07-18T17:08:35.592Z,3376,456,17652,1991,-9,-326,4152,580,15676,71,84,-74,25.91,78.638,66.34,241,1
2026-07-18T17:08:35.893Z,3440,436,17508,1965,-6,-323,4196,588,15512,97,58,-10,25.92,78.656,66.34,240,1
2026-07-18T17:08:36.077Z,3428,360,17568,1956,17,-328,4172,556,15712,69,72,-59,25.92,78.656,66.34,241,1
2026-07-18T17:08:36.203Z,3424,476,17556,1951,-13,-296,4180,628,15580,71,70,-25,25.94,78.69200000000001,66.32,242,1
2026-07-18T17:08:37.515Z,3376,476,17536,1969,-28,-331,4236,584,15608,78,102,-44,25.92,78.656,66.32,241,1
2026-07-18T17:08:37.695Z,3356,500,17652,1989,1,-340,4152,640,15668,70,82,-30,25.92,78.656,66.31,241,1
2026-07-18T17:08:38.052Z,3412,476,17600,1967,0,-320,4152,540,15684,83,95,-37,25.91,78.638,66.36,240,1
2026-07-18T17:08:38.474Z,3372,436,17544,2007,19,-327,4164,668,15520,68,80,4,25.9,78.62,66.37,241,1
2026-07-18T17:08:38.776Z,3424,380,17548,1982,-28,-351,4120,688,15644,30,119,-37,25.9,78.62,66.39,241,1
2026-07-18T17:08:39.138Z,3384,468,17572,1963,-22,-339,4084,616,15656,50,80,-52,25.9,78.62,66.39,241,1
